Vigencia_Ejecucion;No_Localidad;Nombre_Localidad;Sector;Entidad;Codigo_Proyecto;Cod_meta_proyecto_extendida;Meta_proyecto;No_CRP;Fecha_Registro;No_Compromiso;Compromiso;Plazo;Objeto;Modalidad_seleccion;Descripcion_Mod_Selec;Tipo_Doc_BP_Beneficiario;Valor_CRP_Asignado_presupuestos_participativos;Codigo_propuestas_financiadas_CRP
2023;11;Suba;AMBIENTE / DESARROLLO ECONÓMICO;AMBIENTE / DESARROLLO ECONÓMICO;1964;705;Vincular 100 hogares y/o unidades productivas a procesos productivos y de comercialización en el sector rural.;1152;26/06/2023;539/2023;CONVENIO INTERADMINISTRATIVO;188;Contrato 539/2023: 06-06-2023 / 91146 / 02-06-2023 - O23011601230000001964 RURALIDAD CAPACITADA Y FORTALECIDA $120.250.000 / O23011601060000001966 FORTALECIENDO EL TEJIDO ECONÓMICO LOCAL $5.934.800.000 / O23011603390000001973 TERRITORIO DE PAZ Y RECONCILI;10;CONTRATACIÓN DIRECTA;NIT;$ 120.250.000;26658
2023;11;Suba;CULTURA, RECREACIÓN Y DEPORTE;SDCRD;1965;706;Financiar 50 proyectos del sector cultural y creativo.;1080;26/04/2023;483/2023;CONVENIO INTERADMINISTRATIVO;249;CONVENIO INTERADMINISTRATIVO 483/2023: MEMORANDO 20236120003853 DEL 13-04-2023 / IDARTES / 2016 SUBA CULTURAL Y CREATIVA TOTAL $1.499.397.590 / O23011601210000002016 SUBA CULTURAL Y CREATIVA $ 1.320.091.872 / O23011603390000001973 SUBA TERRITORIO DE PAZ Y;10;CONTRATACIÓN DIRECTA;NIT;$ 63.643.913;"20324;20802;21038;21237;21402;23291;23590;24082;24279;24292;25208;25785"
2023;11;Suba;CULTURA, RECREACIÓN Y DEPORTE;SDCRD;1965;706;Financiar 50 proyectos del sector cultural y creativo.;1081;26/04/2023;483/2023;CONVENIO INTERADMINISTRATIVO;249;CONVENIO INTERADMINISTRATIVO 483/2023: MEMORANDO 20236120003853 DEL 13-04-2023 / SCRD / 2016 SUBA CULTURAL Y CREATIVA TOTAL $1.708.682.936 / O23011601210000002016 SUBA CULTURAL Y CREATIVA $ 1.083.782.887  / 1965 SUBA TERRITORIO CULTURAL $548.806.175 / O23;10;CONTRATACIÓN DIRECTA;NIT;$ 548.806.175;"20324;20802;21038;21237;21402;23291;23590;24082;24279;24292;25208;25785"
2023;11;Suba;DESARROLLO ECONÓMICO, INDUSTRIA Y TURISMO;SDE;1966;676;Promover en 1.400 MiPymes y/o emprendimientos la transformación empresarial y/o productiva.;1152;26/06/2023;539/2023;CONVENIO INTERADMINISTRATIVO;188;Contrato 539/2023: 06-06-2023 / 91146 / 02-06-2023 - O23011601230000001964 RURALIDAD CAPACITADA Y FORTALECIDA $120.250.000 / O23011601060000001966 FORTALECIENDO EL TEJIDO ECONÓMICO LOCAL $5.934.800.000 / O23011603390000001973 TERRITORIO DE PAZ Y RECONCILI;10;CONTRATACIÓN DIRECTA;NIT;$ 1.841.240.000;"22456;23716;25047"
2023;11;Suba;CULTURA, RECREACIÓN Y DEPORTE;IDRD;1970;715;Intervenir 37 Parques vecinales y/o de bolsillo con acciones de mejoramiento, mantenimiento y/o dotación.;1098;15/05/2023;CO484/2023;CONTRATO DE OBRA;230;Contrato de Obra 484/2023: 17-02-2023 / 86302 / 02-01-2023 / 1970 SUBA RECUPERA Y MANTIENE SUS PARQUES $2.621.000.000. Realizar el mantenimiento y/o adecuación y/o reconstrucción de la infraestructura física, así como el suministro e instalación de mobili;01;LICITACIÓN PÚBLICA;NIT;$ 2.621.000.000;"20095;20272;20297;20512;24289;26137"
2023;11;Suba;AMBIENTE;IDPYBA;1971;716;Atender 11000 animales en urgencias, brigadas médico veterinarias, acciones de esterilización, educación y adopción.;1557;5/09/2023;624/2023;CONTRATO DE PRESTACION DE SERVICIOS;118;"CPS 624/20232: DESARROLLAR LOS COMPONENTES DEL PROYECTO DE INVERSIÓN 1971: SUBA PROTEGE LOS ANIMALES; URGENCIAS, BRIGADAS MÉDICO-VETERINARIAS, ACCIONES DE ESTERILIZACIÓN, EDUCACIÓN Y ADOPCIÓN. / SIPSE 91398";01;LICITACIÓN PÚBLICA;NIT;$ 892.800.000;"20380;21424;21426;25183"
2023;11;Suba;GESTIÓN PÚBLICA;Oficina de Alta Consejería de Paz, víctimas y reconciliación;1973;721;Vincular 2000 personas a procesos de construcción de memoria, verdad, reparación integral a víctimas, paz y reconciliación.;1152;26/06/2023;539/2023;CONVENIO INTERADMINISTRATIVO;188;Contrato 539/2023: 06-06-2023 / 91146 / 02-06-2023 - O23011601230000001964 RURALIDAD CAPACITADA Y FORTALECIDA $120.250.000 / O23011601060000001966 FORTALECIENDO EL TEJIDO ECONÓMICO LOCAL $5.934.800.000 / O23011603390000001973 TERRITORIO DE PAZ Y RECONCILI;10;CONTRATACIÓN DIRECTA;NIT;$ 240.350.000;"26343;26344"
2023;11;Suba;GESTIÓN PÚBLICA;Oficina de Alta Consejería de Paz, víctimas y reconciliación;1973;721;Vincular 2000 personas a procesos de construcción de memoria, verdad, reparación integral a víctimas, paz y reconciliación.;1194;29/06/2023;592/2023;CONTRATO DE PRESTACION DE SERVICIOS;185;Contrato 592/2023: 28-06-2023 / 90886 28-05-2023 / O23011603390000001973 SUBA TERRITORIO DE PAZ Y RECONCILIACIÓN $54.000.000 / PRESTAR SERVICIOS DE APOYO EN LAS ACTIVIDADES PARA LA INCLUSIÓN SOCIAL DE LAS VÍCTIMAS DEL CONFLICTO ARMADO Y LA PROMOCIÓN DE AC;10;CONTRATACIÓN DIRECTA;CC;$ 10.800.000;26342
2023;11;Suba;GESTIÓN PÚBLICA;Oficina de Alta Consejería de Paz, víctimas y reconciliación;1973;721;Vincular 2000 personas a procesos de construcción de memoria, verdad, reparación integral a víctimas, paz y reconciliación.;1203;29/06/2023;598/2023;CONTRATO DE PRESTACION DE SERVICIOS;185;Contrato 598/2023: 28-06-2023 / 90886 28-05-2023 / O23011603390000001973 SUBA TERRITORIO DE PAZ Y RECONCILIACIÓN $54.000.000 / PRESTAR SERVICIOS DE APOYO EN LAS ACTIVIDADES PARA LA INCLUSIÓN SOCIAL DE LAS VÍCTIMAS DEL CONFLICTO ARMADO Y LA PROMOCIÓN DE AC;10;CONTRATACIÓN DIRECTA;CC;$ 10.800.000;26342
2023;11;Suba;GESTIÓN PÚBLICA;Oficina de Alta Consejería de Paz, víctimas y reconciliación;1973;721;Vincular 2000 personas a procesos de construcción de memoria, verdad, reparación integral a víctimas, paz y reconciliación.;1204;29/06/2023;601/2023;CONTRATO DE PRESTACION DE SERVICIOS;185;Contrato 601/2023: 28-06-2023 / 90886 28-05-2023 / O23011603390000001973 SUBA TERRITORIO DE PAZ Y RECONCILIACIÓN $54.000.000 / PRESTAR SERVICIOS DE APOYO EN LAS ACTIVIDADES PARA LA INCLUSIÓN SOCIAL DE LAS VÍCTIMAS DEL CONFLICTO ARMADO Y LA PROMOCIÓN DE AC;10;CONTRATACIÓN DIRECTA;CC;$ 10.800.000;26342
2023;11;Suba;GESTIÓN PÚBLICA;Oficina de Alta Consejería de Paz, víctimas y reconciliación;1973;721;Vincular 2000 personas a procesos de construcción de memoria, verdad, reparación integral a víctimas, paz y reconciliación.;1209;29/06/2023;603/2023;CONTRATO DE PRESTACION DE SERVICIOS;185;Contrato 603/2023: 28-06-2023 / 90886 28-05-2023 / O23011603390000001973 SUBA TERRITORIO DE PAZ Y RECONCILIACIÓN $54.000.000 / PRESTAR SERVICIOS DE APOYO EN LAS ACTIVIDADES PARA LA INCLUSIÓN SOCIAL DE LAS VÍCTIMAS DEL CONFLICTO ARMADO Y LA PROMOCIÓN DE AC;10;CONTRATACIÓN DIRECTA;CC;$ 10.800.000;26342
2023;11;Suba;GESTIÓN PÚBLICA;Oficina de Alta Consejería de Paz, víctimas y reconciliación;1973;721;Vincular 2000 personas a procesos de construcción de memoria, verdad, reparación integral a víctimas, paz y reconciliación.;1213;29/06/2023;602/2023;CONTRATO DE PRESTACION DE SERVICIOS;185;Contrato 602/2023: 28-06-2023 / 90886 28-05-2023 / O23011603390000001973 SUBA TERRITORIO DE PAZ Y RECONCILIACIÓN $54.000.000 / PRESTAR SERVICIOS DE APOYO EN LAS ACTIVIDADES PARA LA INCLUSIÓN SOCIAL DE LAS VÍCTIMAS DEL CONFLICTO ARMADO Y LA PROMOCIÓN DE AC;10;CONTRATACIÓN DIRECTA;CC;$ 10.800.000;26342
2023;11;Suba;MUJERES;MUJERES;1974;722;Vincular 4000 personas para la construcción de ciudadanía y desarrollo de capacidades para el ejercicio de derechos de las mujeres.;1615;28/09/2023;634/2023;CONTRATO DE PRESTACION DE SERVICIOS;95;634/2023: PRESTAR LOS SERVICIOS PARA LA IMPLEMENTACIÓN DEL MODELO DE INTERVENCIÓN TERRITORIAL PARA LA CONSTRUCCIÓN DE CIUDADANÍA, PREVENCIÓN DEL FEMINICIDIO Y VIOLENCIAS CONTRA LAS MUJERES.;10;CONTRATACIÓN DIRECTA;NIT;$ 814.897.157;"26374;26375;26398;26649"
2023;11;Suba;MUJERES;MUJERES;1974;723;Vincular 6800 personas en acciones para la prevención del feminicidio y la violencia contra la mujer.;1615;28/09/2023;634/2023;CONTRATO DE PRESTACION DE SERVICIOS;95;634/2023: PRESTAR LOS SERVICIOS PARA LA IMPLEMENTACIÓN DEL MODELO DE INTERVENCIÓN TERRITORIAL PARA LA CONSTRUCCIÓN DE CIUDADANÍA, PREVENCIÓN DEL FEMINICIDIO Y VIOLENCIAS CONTRA LAS MUJERES.;10;CONTRATACIÓN DIRECTA;NIT;$ 1.116.759.080;"26388;26390;26391;26395"
2023;11;Suba;GOBIERNO;IDPAC;1977;740;Formar 2.000 personas a través de procesos para la participación de manera virtual y presencial.;447;2/02/2023;122/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;332;Contrato 122/2023: 85813 10-01-2023, 1977 SUBA PARTICIPA, INCIDE Y RECONSTRUYE LA CONFIANZA CIUDADANA $55.550.000 PRESTAR SERVICIOS PROFESIONALES PARA PROMOVER LA INVESTIGACIÓN Y GESTIONAR EL OBSERVATORIO DE OPORTUNIDADES DEL LABORATORIO DE INNOVACIÓN DIG;10;CONTRATACIÓN DIRECTA;CC;$ 30.300.000;26350
2023;11;Suba;GOBIERNO;IDPAC;1977;740;Formar 2.000 personas a través de procesos para la participación de manera virtual y presencial.;931;27/02/2023;346/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;309;Contrato 346/2023: 14-02-2023 / 87592 / 13-02-2023 - 1977 SUBA PARTICIPA, INCIDE Y RECONSTUYE LA CONFIANZA CIUDADANA $45.800.000 Prestar los servicios profesionales para desarrollar los procesos de formación y mesas de cocreación que contribuyan al fortal;10;CONTRATACIÓN DIRECTA;CC;$ 27.480.000;26647
2023;11;Suba;GOBIERNO;IDPAC;1977;740;Formar 2.000 personas a través de procesos para la participación de manera virtual y presencial.;1004;23/03/2023;390/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;283;Contrato 390/2023: 03-03-2023 / 87647 / 07-02-2023 - 1977 SUBA PARTICIPA, INCIDE Y RECONSTUYE LA CONFIANZA CIUDADANA $30.300.000. Prestar servicios profesionales para desarrollar los procesos de formación y mesas de cocreación que contribuyan al fortaleci;10;CONTRATACIÓN DIRECTA;CC;$ 30.300.000;26347
2023;11;Suba;GOBIERNO;IDPAC;1977;740;Formar 2.000 personas a través de procesos para la participación de manera virtual y presencial.;1052;17/04/2023;C028/2023;CONTRATO DE PRESTACION DE SERVICIOS;258;CESION DEL CPS-028-2023 INICIO SECOP II 30/01/2023 DE ANA MARIA ROZO MORENO A ANGIE BIBIANA SERRANO POVEDA IDENTIFICADO CON CÉDULA DE CIUDADANÍA No. 1.033.766.618 DE BOGOTÁ / A PARTIR DEL 11-04-2023, 85806 16-01-2023 (1977) INICIAL $30.300.000 / CESIÓN $1;10;CONTRATACIÓN DIRECTA;CC;$ 18.348.334;26353
2023;11;Suba;GOBIERNO;IDPAC;1977;740;Formar 2.000 personas a través de procesos para la participación de manera virtual y presencial.;1060;18/04/2023;448/2023;CONTRATO DE PRESTACION DE SERVICIOS;257;Contrato 448/2023: 04-04-2023 / 89466 / 03-04-2023 - 1977 SUBA PARTICIPA, INCIDE Y RECONSTUYE LA CONFIANZA CIUDADANA $147.768.000 REALIZAR EL PROCESO DE FORMACIÓN EN MATERIA COMUNAL A LOS DIGNATARIOS DE LAS JUNTAS DE ACCIÓN COMUNAL DE LA LOCALIDAD DE SUBA;10;CONTRATACIÓN DIRECTA;NIT;$ 147.768.000;26354
2023;11;Suba;GOBIERNO;IDPAC;1977;741;Fortalecer 400 organizaciones sociales, comunitarias, comunales, propiedad horizontal e instancias y mecanismos de participación con énfasis en jóvenes y asociatividad productiva.;731;10/02/2023;305/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;325;Contrato 305/2023: 06-02-2023 / 85800 / 29-12-2022 - 1977 SUBA PARTICIPA, INCIDE Y RECONSTUYE LA CONFIANZA CIUDADANA $55.550.000 Prestar los servicios profesionales al Área de Gestión del Desarrollo Local para apoyar al Alcalde Local en la promoción, arti;10;CONTRATACIÓN DIRECTA;CC;$ 30.300.000;26387
2023;11;Suba;GOBIERNO;IDPAC;1977;741;Fortalecer 400 organizaciones sociales, comunitarias, comunales, propiedad horizontal e instancias y mecanismos de participación con énfasis en jóvenes y asociatividad productiva.;910;23/02/2023;370/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;312;Contrato 370/2023: 09-02-2023 / 86027 / 29-12-2022 - 1977 SUBA PARTICIPA, INCIDE Y RECONSTUYE LA CONFIANZA CIUDADANA $77.000.000 Prestar servicios profesionales para apoyar al Alcalde Local en el seguimiento a programas y proyectos enfocados en la promoci;10;CONTRATACIÓN DIRECTA;CC;$ 42.000.000;26387
2023;11;Suba;GOBIERNO;IDPAC;1977;741;Fortalecer 400 organizaciones sociales, comunitarias, comunales, propiedad horizontal e instancias y mecanismos de participación con énfasis en jóvenes y asociatividad productiva.;1583;15/09/2023;628/2023;CONTRATO DE PRESTACION DE SERVICIOS;107;628/2023: EJECUTAR A MONTO AGOTABLE LOS SERVICIOS LOGÍSTICOS PARA LA REALIZACIÓN DE EVENTOS Y/O ACTIVIDADES MISIONALES Y DE APOYO, QUE REQUIERA LA ALCALDIA LOCAL DE SUBA EN EL MARCO DEL CUMPLIMIENTO DEL PLAN DE DESARROLLO LOCAL / SIPSE 91833;10;CONTRATACIÓN DIRECTA;NIT;$ 10.000.000;26387
2023;11;Suba;AMBIENTE;JBB;1995;707;Implementar 750 acciones de fomento para la agricultura urbana.;1099;15/05/2023;494/2023;CONTRATO DE PRESTACION DE SERVICIOS;230;Contrato 494/2023: 29-03-2023 / 89306 / 28-03-2023 – 1995 SEMBRANDO EMPRENDIMIENTO URBANO $282.983.848. EJECUTAR ACTIVIDADES PARA EL FOMENTO Y FORTALECIMIENTO DE LAS HUERTAS URBANAS Y PERIURBANAS DE LA LOCALIDAD DE SUBA / NO SE REQUIERE LA EXPEDICIÓN DE C;02;SELEC. ABREV. MENOR CUANTÍA;NIT;$ 282.983.848;"26355;26357"
2023;11;Suba;MUJERES;MUJERES;1996;685;Vincular 3000 mujeres cuidadoras a estrategias de cuidado.;1071;24/04/2023;454/2023;CONTRATO DE PRESTACION DE SERVICIOS;251;Contrato 454/2023: 30-03-2023 / 89291 / 27-03-2023 / 1996 MUJERES GUARDIANES DEL CUIDADO $181.800.000. PRESTAR SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO DE ACCIONES E INSTRUMENTOS PSICOSOCIALES Y/O ARTÍSTICOS EN FAVOR DEL BIENESTAR FÍSICO, EMOCIONAL ;10;CONTRATACIÓN DIRECTA;CC;$ 45.450.000;26370
2023;11;Suba;MUJERES;MUJERES;1996;685;Vincular 3000 mujeres cuidadoras a estrategias de cuidado.;1073;24/04/2023;451/2023;CONTRATO DE PRESTACION DE SERVICIOS;251;Contrato 451/2023: 30-03-2023 / 89291 / 27-03-2023 / 1996 MUJERES GUARDIANES DEL CUIDADO $181.800.000. PRESTAR SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO DE ACCIONES E INSTRUMENTOS PSICOSOCIALES Y/O ARTÍSTICOS EN FAVOR DEL BIENESTAR FÍSICO, EMOCIONAL ;10;CONTRATACIÓN DIRECTA;CC;$ 45.450.000;26361
2023;11;Suba;MUJERES;MUJERES;1996;685;Vincular 3000 mujeres cuidadoras a estrategias de cuidado.;1076;24/04/2023;453/2023;CONTRATO DE PRESTACION DE SERVICIOS;251;Contrato 453/2023: 30-03-2023 / 89291 / 27-03-2023 / 1996 MUJERES GUARDIANES DEL CUIDADO $181.800.000. PRESTAR SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO DE ACCIONES E INSTRUMENTOS PSICOSOCIALES Y/O ARTÍSTICOS EN FAVOR DEL BIENESTAR FÍSICO, EMOCIONAL ;10;CONTRATACIÓN DIRECTA;CC;$ 45.450.000;26369
2023;11;Suba;MUJERES;MUJERES;1996;685;Vincular 3000 mujeres cuidadoras a estrategias de cuidado.;1127;30/05/2023;489/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;216;Contrato 489/2023: 26-04-2023 / 89787 / 18-04-2023 / O23011601060000001996 MUJERES GUARDIANES DEL CUIDADO $40.400.000 PRESTAR  SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO DE ACCIONES E INSTRUMENTOS PSICOSOCIALES Y/O ARTÍSTICOS EN FAVOR DEL BIENESTAR FÍ;10;CONTRATACIÓN DIRECTA;CC;$ 40.400.000;26362
2023;11;Suba;AMBIENTE;AMBIENTE;1997;708;Implementar 50 PROCEDAS.;1125;29/05/2023;508/2023;CONTRATO DE PRESTACION DE SERVICIOS;216;Contrato 508/2023: 22-03-2023 / 88988 / 14-03-2023 / 1997 SUBA REVERDECE $718.993.628. REALIZAR EL FORTALECIMIENTO E IMPLEMENTACIÓN DE TRECE (13) PROCESOS COMUNITARIOS DE EDUCACIÓN AMBIENTAL Y EL DESARROLLO DE LA ESTRATEGIA LOCAL DE EDUCACIÓN AMBIENTAL EN;01;LICITACIÓN PÚBLICA;NIT;$ 718.993.628;"20104;21306;21642;22417;23626;24197;24724;26087;26654;26657"
2023;11;Suba;HÁBITAT;UAESP;2014;720;Vincular 2000 personas en separación en la fuente y reciclaje.;1163;26/06/2023;540/2023;CONVENIO INTERADMINISTRATIVO;188;Contrato 540/2023: 05-06-2023 / 91163 / 03-06-2023 - O23011602380000002014 SUBA PROMUEVE EL RECICLAJE Y LAS ENERGÍAS ALTERNATIVAS $240.925.366 / O23011603430000002032 $ 249.290.762 / AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS ENTRE LA ALCALDI;10;CONTRATACIÓN DIRECTA;NIT;$ 240.925.366;26345
2023;11;Suba;CULTURA, RECREACIÓN Y DEPORTE;SDCRD;2016;700;Capacitar 1600 personas en los campos artísticos, interculturales, culturales y/o patrimoniales.;1081;26/04/2023;483/2023;CONVENIO INTERADMINISTRATIVO;249;CONVENIO INTERADMINISTRATIVO 483/2023: MEMORANDO 20236120003853 DEL 13-04-2023 / SCRD / 2016 SUBA CULTURAL Y CREATIVA TOTAL $1.708.682.936 / O23011601210000002016 SUBA CULTURAL Y CREATIVA $ 1.083.782.887  / 1965 SUBA TERRITORIO CULTURAL $548.806.175 / O23;10;CONTRATACIÓN DIRECTA;NIT;$ 363.636.364;"21045;21081;22322;23542;24750;25237;26656;26659"
2023;11;Suba;CULTURA, RECREACIÓN Y DEPORTE;SDCRD;2016;703;Realizar 40 eventos de promoción de actividades culturales.;1080;26/04/2023;483/2023;CONVENIO INTERADMINISTRATIVO;249;CONVENIO INTERADMINISTRATIVO 483/2023: MEMORANDO 20236120003853 DEL 13-04-2023 / IDARTES / 2016 SUBA CULTURAL Y CREATIVA TOTAL $1.499.397.590 / O23011601210000002016 SUBA CULTURAL Y CREATIVA $ 1.320.091.872 / O23011603390000001973 SUBA TERRITORIO DE PAZ Y;10;CONTRATACIÓN DIRECTA;NIT;$ 93.040.237;"20143;20683;20862;20921;21655;24266;26651;26663"
2023;11;Suba;CULTURA, RECREACIÓN Y DEPORTE;SDCRD;2016;703;Realizar 40 eventos de promoción de actividades culturales.;1081;26/04/2023;483/2023;CONVENIO INTERADMINISTRATIVO;249;CONVENIO INTERADMINISTRATIVO 483/2023: MEMORANDO 20236120003853 DEL 13-04-2023 / SCRD / 2016 SUBA CULTURAL Y CREATIVA TOTAL $1.708.682.936 / O23011601210000002016 SUBA CULTURAL Y CREATIVA $ 1.083.782.887  / 1965 SUBA TERRITORIO CULTURAL $548.806.175 / O23;10;CONTRATACIÓN DIRECTA;NIT;$ 655.551.463;"20143;20683;20862;20921;21655;24266;26651;26663"
2023;11;Suba;AMBIENTE;IDIGER;2031;712;Realizar 4 acciones efectivas para el fortalecimiento de las capacidades locales para la respuesta a emergencias y desastres.;418;2/02/2023;143/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;332;Contrato 143/2023: 85628 10-01-2023, 2031 SUBA PREVIENE Y REDUCE RIEGOS NATURALES $77.000.000 PRESTAR LOS SERVICIOS PROFESIONALES A LA ALCALDÍA LOCAL DE SUBA COMO ENLACE EN LOS TEMAS DE GESTIÓN DEL RIESGO DE CONFORMIDAD CON EL MARCO NORMATIVO APLICABLE PA;10;CONTRATACIÓN DIRECTA;CC;$ 42.000.000;26402
2023;11;Suba;AMBIENTE;IDIGER;2031;712;Realizar 4 acciones efectivas para el fortalecimiento de las capacidades locales para la respuesta a emergencias y desastres.;427;2/02/2023;146/2023;CONTRATO DE PRESTACION DE SERVICIOS;332;Contrato 146/2023: 85535 10-01-2023, 2031 SUBA PREVIENE Y REDUCE RIEGOS NATURALES $35.700.000 PRESTAR SERVICIOS ASISTENCIALES EN LAS ACTIVIDADES DE SEGURIDAD Y CONVIVENCIA CIUDADANA Y RECUPERACIÓN DEL ESPACIO PÚBLICO PARA EL LOGRO DE LAS METAS DE GESTIÓN ;10;CONTRATACIÓN DIRECTA;CC;$ 15.300.000;26402
2023;11;Suba;SEGURIDAD, CONVIVENCIA Y JUSTICIA;SEGURIDAD, CONVIVENCIA Y JUSTICIA;2032;724;Formar 2000 personas en la escuela de seguridad.;1151;7/06/2023;532/2023;CONTRATO DE PRESTACION DE SERVICIOS;207;Contrato 532/2023: 29-05-2023 / 90151 04-05-2023 - O23011603430000002032 SUBA CONVIVE CON SEGURIDAD Y TRANQUILIDAD $106.050.000 /PRESTAR SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO, FORMACIÓN Y GESTIÓN DE ESTRATEGIAS COMUNITARIAS QUE PERMITAN INTERVENI;10;CONTRATACIÓN DIRECTA;CC;$ 35.350.000;"21768;22458;23814;25168;25420"
2023;11;Suba;SEGURIDAD, CONVIVENCIA Y JUSTICIA;SEGURIDAD, CONVIVENCIA Y JUSTICIA;2032;724;Formar 2000 personas en la escuela de seguridad.;1157;26/06/2023;533/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;188;Contrato 533/2023: 29-05-2023 / 90151 04-05-2023 - O23011603430000002032 SUBA CONVIVE CON SEGURIDAD Y TRANQUILIDAD $106.050.000 /PRESTAR SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO, FORMACIÓN Y GESTIÓN DE ESTRATEGIAS COMUNITARIAS QUE PERMITAN INTERVENI;10;CONTRATACIÓN DIRECTA;CC;$ 35.350.000;"21768;22458;23814;25168;25420"
2023;11;Suba;SEGURIDAD, CONVIVENCIA Y JUSTICIA;SEGURIDAD, CONVIVENCIA Y JUSTICIA;2032;724;Formar 2000 personas en la escuela de seguridad.;1158;26/06/2023;534/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;188;Contrato 534/2023: 29-05-2023 / 90151 04-05-2023 - O23011603430000002032 SUBA CONVIVE CON SEGURIDAD Y TRANQUILIDAD $106.050.000 /PRESTAR SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO, FORMACIÓN Y GESTIÓN DE ESTRATEGIAS COMUNITARIAS QUE PERMITAN INTERVENI;10;CONTRATACIÓN DIRECTA;CC;$ 35.350.000;"21768;22458;23814;25168;25420"
2023;11;Suba;SEGURIDAD, CONVIVENCIA Y JUSTICIA;SEGURIDAD, CONVIVENCIA Y JUSTICIA;2032;726;Incluir 1000 personas en actividades de educación para la resiliencia y la prevención de hechos delictivos.;1159;26/06/2023;530/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;188;Contrato 530/2023: 02-06-2023 / 90144 04-05-2023 - O23011603430000002032 SUBA CONVIVE CON SEGURIDAD Y TRANQUILIDAD $106.050.000 / PRESTAR SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO, FORMACIÓN Y GESTIÓN DE ESTRATEGIAS COMUNITARIAS QUE PERMITAN INTERVEN;10;CONTRATACIÓN DIRECTA;CC;$ 35.350.000;"24122;25073;26661"
2023;11;Suba;SEGURIDAD, CONVIVENCIA Y JUSTICIA;SEGURIDAD, CONVIVENCIA Y JUSTICIA;2032;726;Incluir 1000 personas en actividades de educación para la resiliencia y la prevención de hechos delictivos.;1162;26/06/2023;531/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;188;Contrato 531/2023: 02-06-2023 / 90144 04-05-2023 - O23011603430000002032 SUBA CONVIVE CON SEGURIDAD Y TRANQUILIDAD $106.050.000 / PRESTAR SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO, FORMACIÓN Y GESTIÓN DE ESTRATEGIAS COMUNITARIAS QUE PERMITAN INTERVEN;10;CONTRATACIÓN DIRECTA;CC;$ 35.350.000;"24122;25073;26661"
2023;11;Suba;SEGURIDAD, CONVIVENCIA Y JUSTICIA;SEGURIDAD, CONVIVENCIA Y JUSTICIA;2032;726;Incluir 1000 personas en actividades de educación para la resiliencia y la prevención de hechos delictivos.;1163;26/06/2023;540/2023;CONVENIO INTERADMINISTRATIVO;188;Contrato 540/2023: 05-06-2023 / 91163 / 03-06-2023 - O23011602380000002014 SUBA PROMUEVE EL RECICLAJE Y LAS ENERGÍAS ALTERNATIVAS $240.925.366 / O23011603430000002032 $ 249.290.762 / AUNAR ESFUERZOS TÉCNICOS, ADMINISTRATIVOS Y FINANCIEROS ENTRE LA ALCALDI;10;CONTRATACIÓN DIRECTA;NIT;$ 249.290.762;22532
2023;11;Suba;SEGURIDAD, CONVIVENCIA Y JUSTICIA;SEGURIDAD, CONVIVENCIA Y JUSTICIA;2032;726;Incluir 1000 personas en actividades de educación para la resiliencia y la prevención de hechos delictivos.;1183;28/06/2023;577/2023;CONTRATO DE PRESTACION DE SERVICIOS PROFESIONALES;186;Contrato 577/2023: 28-06-2023 / 90151 04-05-2023 - O23011603430000002032 SUBA CONVIVE CON SEGURIDAD Y TRANQUILIDAD $30.300.000 / PRESTAR SERVICIOS PROFESIONALES PARA EL ACOMPAÑAMIENTO, FORMACIÓN Y GESTIÓN DE ESTRATEGIAS COMUNITARIAS QUE PERMITAN INTERVENI;10;CONTRATACIÓN DIRECTA;CC;$ 30.300.000;"24122;25073;26661"
